Spotify ID,Artist IDs,Track Name,Artist Name(s),Duration (ms),Popularity,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
7DGD76uSCMikhXmhOQnbj7,1lB7KbOr9xdPK1CuasxmeA,Fidel - Remastered,Jackie McLean,428133,5,"avant-garde jazz,bebop,contemporary post-bop,free jazz,hard bop,jazz,jazz saxophone",0.489,0.623,5,-8.872,0,0.128,0.62,0.000423,0.37,0.823,188.497,3
3ctBUJHdDVgk5hhqpuq1JS,1Sc9ykJB728MAZab1Ocwy8,Junka,Sonny Clark,450133,8,"bebop,contemporary post-bop,hard bop,japanese jazz,jazz,jazz piano,soul jazz,stride",0.553,0.498,5,-11.588,1,0.0746,0.706,0.104,0.366,0.799,105.732,4
5LqMYWdzqAV3JnuDUHo0gi,5cbutZUQE7SUCA6MsEMbBv,Stretchin' Out - Remastered 2008,Hank Mobley,544266,4,"bebop,hard bop,jazz,jazz saxophone,soul jazz,vocal jazz",0.477,0.764,2,-6.648,0,0.0537,0.506,0.00814,0.126,0.752,139.045,4
4KB1REMxliVAWaexRtvJOU,6ykfXAed2KOLOMI3R0TZdz,Art's Revelation - Live,Art Blakey & The Jazz Messengers,493400,3,"bebop,hard bop,jazz,jazz drums,jazz fusion",0.473,0.715,5,-9.784,0,0.135,0.726,0.0212,0.391,0.575,116.228,4
5j5vEErDACEX68E2oVbAWb,4PNIQCDBeVCSSqKUhvkP8Y,"Kiss Me Right - Live At Village Gate Club, New York, 1961 / Remastered 2006 / Rudy Van Gelder Edition",Horace Silver Quintet,558718,8,"bebop,hard bop,jazz,soul jazz",0.473,0.609,5,-8.724,0,0.143,0.819,0.0161,0.727,0.586,82.172,3
5C0Fb1OaJfTHDzz1CdrCCz,1rItXCYDwGC1ScW5BVVtBy,Wadin' - Remastered,Horace Parlan Quintet,375600,14,,0.699,0.338,0,-11.509,1,0.0291,0.699,0.00823,0.0759,0.268,109.234,4
377ALnPexo1VGmD8dqHRXl,2dRsXWVnkku2cMDtV1h6NP,Stolen Sweets,Stanley Turrentine,372600,28,"bebop,hard bop,jazz,jazz saxophone,soul jazz",0.451,0.414,3,-10.857,1,0.0355,0.712,0.0000933,0.0821,0.764,165.617,4
4tHiLlHX8x6CGtsbANG2vP,3CsHGnB9qK3KYH7xmyGAGX,Blue Interlude - Remastered 2006 / Rudy Van Gelder Edition,Art Taylor,320546,6,"hard bop,jazz drums",0.611,0.498,5,-9.186,0,0.0473,0.596,0.00000663,0.101,0.627,91.038,4
5Jz1NKpqmZY7WLPPg5cmL0,27Zmfr3VpJSgOf8iyWiZzM,Squawkin' - Remastered 2007/Rudy Van Gelder Edition,Duke Jordan,299933,7,"bebop,hard bop,japanese jazz,jazz piano",0.571,0.502,5,-7.939,1,0.039,0.792,0.0038,0.126,0.632,95.161,4
24RZ9XFnZ78RTtKld1s4Fq,748mYOdaWuFH4wXCvsvInR,I'll Close My Eyes,Dizzy Reece,357213,20,"bebop,british jazz,hard bop,jazz trumpet",0.478,0.397,5,-11.577,0,0.0634,0.889,0.538,0.117,0.656,183.931,4
2BhU0Hl5OatWiCW93pE2b8,5cbutZUQE7SUCA6MsEMbBv,Remember - 1999/ Remastered,Hank Mobley,342333,45,"bebop,hard bop,jazz,jazz saxophone,soul jazz,vocal jazz",0.539,0.403,8,-9.168,1,0.0531,0.794,0.000613,0.278,0.699,165.301,4
3RtL0ZtuDZh8SSdUWJ0G4N,6ykfXAed2KOLOMI3R0TZdz,Giantis,Art Blakey & The Jazz Messengers,335266,11,"bebop,hard bop,jazz,jazz drums,jazz fusion",0.43,0.545,7,-9.549,0,0.121,0.723,0.285,0.318,0.728,200.373,4
4oLmztYOcw02rDTUe7dfNO,38C3okxv3fyyOIQUVPCdGX,Hocus-Pocus - Remastered 1999/Rudy Van Gelder Edition,Lee Morgan,385693,21,"bebop,big band,free jazz,hard bop,jazz,jazz fusion,jazz trumpet,soul jazz",0.458,0.602,5,-8.409,1,0.0429,0.533,0.00000691,0.0924,0.788,184.603,3
6ZjpsZ5mmMmM7rMqK4nOLz,3BG0nwVh3Gc7cuT4XdsLtt,"Back Road - Rudy Van Gelder, 2000 Remaster",Joe Henderson,379786,17,"avant-garde jazz,bebop,big band,contemporary jazz,contemporary post-bop,free jazz,hard bop,japanese jazz,jazz,jazz funk,jazz fusion,jazz saxophone,soul jazz,stride",0.567,0.424,5,-9.935,0,0.0384,0.806,0.3,0.113,0.613,128.265,4
0VjAW4Faa7YzJ5SdFlkHkv,"420BtT2Zyze7Eb9zqHcliW,2S27O34UwJEsIRSToUoyyo",Cry Me A River,"Blue Mitchell,Tony Sestanovich",404280,5,"bebop,hard bop,japanese jazz,jazz,jazz funk,jazz trumpet,soul jazz",0.427,0.126,7,-14.01,0,0.042,0.895,0.472,0.108,0.168,183.919,3
2XSymVJYkoD7BG1769WFik,5ZATfKurLqflrBhv2FLht5,Sayonara Blues - Remastered,Horace Silver,734146,12,"bebop,big band,hard bop,jazz,jazz piano,soul jazz,stride",0.569,0.485,0,-13.288,0,0.0313,0.921,0.846,0.169,0.592,106.287,4
3mdjK1TjZBN49FVFhqDB4I,4JgvfZeCWGzEPGR6yVaXuX,The Ruby And The Pearl,Tina Brooks,305800,17,"bebop,hard bop,jazz,jazz saxophone",0.627,0.422,5,-11.697,0,0.043,0.784,0.489,0.318,0.56,116.578,4
5UnrYNX1xgXrP9D5SiVuVg,1lB7KbOr9xdPK1CuasxmeA,Condition Blue - Rudy Van Gelder Edition/2002 Remaster/24-Bit Mastering,Jackie McLean,493186,10,"avant-garde jazz,bebop,contemporary post-bop,free jazz,hard bop,jazz,jazz saxophone",0.622,0.416,3,-11.697,1,0.0337,0.474,0.00000902,0.0788,0.659,102.755,4
2aIgXxpU2luHsV2BY73lKT,2ky06Hu02htCYdnLZICpqY,Loodle-Lot - Remastered/Rudy Van Gelder Edition,Walter Davis,358986,3,"barrelhouse piano,delta blues,traditional blues",0.463,0.558,2,-8.618,1,0.0663,0.689,0.0248,0.366,0.661,174.001,4
4SReLPwqUJJoFg5i7611rQ,3ZUZYvTkSr7kJQyAXVpqaL,Duke's Mixture - Rudy Van Gelder Edition/2006 Digital Remaster,Donald Byrd,421146,8,"bebop,funk,hard bop,indie jazz,jazz,jazz funk,jazz trumpet,soul,soul jazz",0.683,0.49,0,-7.939,1,0.0332,0.709,0.0283,0.212,0.614,120.288,4
1f7EWS1kruAco1sc1W614Q,"1Sc9ykJB728MAZab1Ocwy8,2hGh5VOeeqimQFxqXvfCUf",With A Song In My Heart - Remastered 1998,"Sonny Clark,John Coltrane",475293,36,"bebop,contemporary post-bop,hard bop,japanese jazz,jazz,jazz piano,soul jazz,stride,free jazz,jazz saxophone",0.52,0.492,0,-8.791,0,0.0425,0.656,0.000111,0.279,0.811,76.95,4
6ZgaUtMlUzUf7SqbUUnfbu,2hGh5VOeeqimQFxqXvfCUf,Blue Train - Remastered 2003/Rudy Van Gelder Edition,John Coltrane,644013,47,"bebop,free jazz,jazz,jazz saxophone",0.506,0.493,8,-7.759,1,0.0427,0.798,0.00355,0.307,0.584,134.77,4
1OGwtlps3T1Fo70q6zZUAs,6QQuESLtKhAOcLW2TeWC2t,Are You Real - Remastered,Art Blakey,287440,31,"bebop,big band,contemporary post-bop,hard bop,jazz,jazz drums",0.523,0.667,8,-7.283,1,0.0682,0.608,0.0227,0.332,0.665,108.162,4
22I11AWGq1RvSqxN9amehj,78NDaMzmcDKjt7mkXs7AuG,Calgary,Benny Golson,218853,10,"bebop,contemporary post-bop,hard bop,japanese jazz,jazz,jazz saxophone,stride,vocal jazz",0.624,0.487,5,-13.109,1,0.0488,0.811,0.799,0.105,0.828,129.796,4
3LnkpfuB3xuHEnmJwDyh5x,4L9xEztn5PKQIO5WnI5W3u,Cold Breeze - Remastered,Art Farmer,233466,10,"bebop,contemporary post-bop,cool jazz,hard bop,japanese jazz,jazz,jazz trumpet,stride",0.514,0.268,7,-15.05,1,0.0461,0.829,0.138,0.0724,0.627,149.882,4
6dNNF5G1fQOYbFlHXIqWtI,5ZATfKurLqflrBhv2FLht5,Metamorphosis - Remastered 1999/Rudy Van Gelder Edition,Horace Silver,438293,27,"bebop,big band,hard bop,jazz,jazz piano,soul jazz,stride",0.528,0.409,1,-12.898,1,0.0387,0.746,0.0417,0.0943,0.704,106.207,4
0Vb74ou1zJAZSFb0y4KoMz,5cbutZUQE7SUCA6MsEMbBv,Gettin' Into Something,Hank Mobley,391026,3,"bebop,hard bop,jazz,jazz saxophone,soul jazz,vocal jazz",0.602,0.524,8,-10.823,1,0.0417,0.583,0.0539,0.314,0.809,111.954,4
0xM1I1bCsOzjgqj0Aok0hz,3ZUZYvTkSr7kJQyAXVpqaL,Devil Whip - Rudy Van Gelder Ediiton/Remastered 2003,Donald Byrd,282213,7,"bebop,funk,hard bop,indie jazz,jazz,jazz funk,jazz trumpet,soul,soul jazz",0.53,0.613,1,-10.887,1,0.0595,0.688,0.209,0.221,0.811,119.341,4
0zztrA9NQkQTz3OQiNljXR,38C3okxv3fyyOIQUVPCdGX,Just One Of Those Things,Lee Morgan,436733,12,"bebop,big band,free jazz,hard bop,jazz,jazz fusion,jazz trumpet,soul jazz",0.398,0.458,9,-12.78,0,0.0832,0.604,0.000362,0.0871,0.703,158.837,4
42IbgI5RjyBp8ExKGabLuJ,6ykfXAed2KOLOMI3R0TZdz,El Toro,Art Blakey & The Jazz Messengers,383000,10,"bebop,hard bop,jazz,jazz drums,jazz fusion",0.537,0.576,4,-9.548,1,0.0361,0.523,0.00147,0.126,0.508,96.04,4
2nSZqfmr8calk0GlCSgAoK,0ZqhrTXYPA9DZR527ZnFdO,Blues A La Carte,Wayne Shorter,341733,9,"contemporary jazz,contemporary post-bop,free jazz,hard bop,jazz,jazz funk,jazz fusion,jazz saxophone,uk contemporary jazz",0.456,0.402,5,-13.74,0,0.112,0.314,0.015,0.353,0.658,199.825,4
08ggzPVkgl00E8adkcju5X,25k43zu1aOWjeTBfmyhJAG,Seeds Of Sin,The Young Lions,342997,2,,0.557,0.313,5,-13.939,0,0.0379,0.6,0.00759,0.1,0.619,77.187,4
1yk9D7OjTNEqdEBjbXZHYG,7LLWcVeqxoa7dUtU7nuGv5,Off Shore,Frank Strozier,411540,1,jazz saxophone,0.517,0.269,10,-15.752,0,0.0414,0.638,0.0126,0.0428,0.698,139.371,4
5xNcPg0jLeWyOFFz8hM8dk,0EVTtmYUUanPKBFdPcSYiv,Moonlight Becomes You,Booker Little,340693,13,"avant-garde jazz,bebop,free jazz,hard bop,jazz trumpet",0.477,0.13,8,-14.114,1,0.0404,0.992,0.927,0.11,0.508,58.623,4
45y5dlINTQh4gXCP0LwqE0,"3z4qqrJqPWfTl9CSUNxb93,1WsMRWV5KEC2AxpYkeb2Cf,3H6A2KqJF5TLVBKnYwIa73,6M7ScGp8p2GspFJaIMh1Yo",Summertime,"Howard McGhee,Phineas Newborn Jr.,Leroy Vinnegar,Shelly Manne",194600,1,"bebop,hard bop,jazz trumpet,stride,jazz piano,jazz double bass,cool jazz,jazz drums",0.701,0.33,7,-12.869,0,0.0642,0.796,0.0591,0.323,0.62,80.399,4
1312CZhVhxjCN9Ku4H315i,0jiF8voCldfvNjfCEr6JDF,Whisper Not,Shelly Manne and His Men,602306,3,cool jazz,0.652,0.0883,0,-24.143,0,0.08,0.555,0.132,0.695,0.268,108.067,4
0817PYgyh8OJcEbpO0ldem,2ZFVQjoQGBbNZ0quLUteyp,Junction,Art Farmer & Benny Golson Jazztet,350693,3,"bebop,hard bop",0.399,0.339,1,-12.963,1,0.0474,0.718,0.00000984,0.251,0.25,93.54,4
6QQC3R8kFaacJYqwRXJKnK,78NDaMzmcDKjt7mkXs7AuG,Blues After Dark,Benny Golson,516133,0,"bebop,contemporary post-bop,hard bop,japanese jazz,jazz,jazz saxophone,stride,vocal jazz",0.58,0.158,5,-17.552,1,0.0457,0.935,0.684,0.128,0.402,110.664,4
54cMQ86THQ2MaM1A2xXULE,3m2rhMJ6ndrVp0sI8WB1kV,Arabia,The Curtis Fuller Jazztet,395679,2,,0.41,0.229,0,-16.862,0,0.0527,0.821,0.00119,0.17,0.412,77.515,4
0GoTAhdmCtBsia4XBkQPjR,38C3okxv3fyyOIQUVPCdGX,Just By Myself - 2006 Digital Remaster,Lee Morgan,562546,6,"bebop,big band,free jazz,hard bop,jazz,jazz fusion,jazz trumpet,soul jazz",0.4,0.476,5,-9.235,1,0.0484,0.559,0.0000107,0.101,0.72,172.139,4
7xCzg9H6SZszRLuvVyTC5q,4JgvfZeCWGzEPGR6yVaXuX,Star Eyes - Remastered 2000,Tina Brooks,495666,0,"bebop,hard bop,jazz,jazz saxophone",0.527,0.343,5,-11.202,0,0.0534,0.738,0.00000669,0.183,0.715,89.342,4
2mc9aDle6wh6yTMNHS6agD,6ykfXAed2KOLOMI3R0TZdz,Splendid,Art Blakey & The Jazz Messengers,473466,13,"bebop,hard bop,jazz,jazz drums,jazz fusion",0.581,0.63,5,-8.63,0,0.0372,0.71,0.000128,0.365,0.735,92.666,4
6F4oFnFzXqzHzcAxlHPERA,5ZATfKurLqflrBhv2FLht5,How Did It Happen - Rudy Van Gelder Edition,Horace Silver,283866,8,"bebop,big band,hard bop,jazz,jazz piano,soul jazz,stride",0.574,0.664,11,-8.231,0,0.0415,0.818,0.0141,0.0893,0.638,114.051,4
0ovtEcriEuV9CosA98U8tZ,1lB7KbOr9xdPK1CuasxmeA,Medina - Remastered,Jackie McLean,406240,4,"avant-garde jazz,bebop,contemporary post-bop,free jazz,hard bop,jazz,jazz saxophone",0.573,0.466,5,-11.43,0,0.0428,0.68,0.0219,0.0891,0.56,122.343,4
31vsaXUVNgv87tTnlE2ogK,4JgvfZeCWGzEPGR6yVaXuX,For Heaven's Sake,Tina Brooks,364640,6,"bebop,hard bop,jazz,jazz saxophone",0.515,0.0801,3,-16.888,1,0.0395,0.977,0.26,0.0883,0.217,119.104,4
1g0Zqi5DrpSqF5vbMw4fxj,5ZATfKurLqflrBhv2FLht5,Sweet Sweetie Dee - Remastered,Horace Silver,454053,2,"bebop,big band,hard bop,jazz,jazz piano,soul jazz,stride",0.562,0.477,10,-9.447,0,0.0491,0.87,0.0152,0.126,0.552,78.311,4
4mrw6QNzXs8FN00cSKkJc9,1N0ymPm6hUQbmzXDuERfeT,Good Juice,Big John Patton,392546,4,"hard bop,jazz funk,jazz organ,soul jazz",0.456,0.512,5,-8.968,1,0.0572,0.741,0.0135,0.273,0.454,162.845,4
4zHsf4eR26pTM9KrdLbRC4,4PvoN2l7OuhaABa0nDtxPS,Trimmed In Blue,Harold Vick,372733,6,soul jazz,0.659,0.546,10,-10.147,1,0.0371,0.809,0.0821,0.149,0.563,106.948,4
4SoBaPSZ7CCkjLl33Yx6ki,1ZpPJRe9erwiWi548SKVyn,Minor Chant,Dr. Lonnie Smith,204106,9,"hammond organ,instrumental funk,jazz funk,jazz organ,soul jazz",0.546,0.543,5,-11.465,0,0.0528,0.534,0.531,0.283,0.736,119.277,4
4FOowow0P3XVASytip1O0C,2dRsXWVnkku2cMDtV1h6NP,The Hustler - Remastered 2002/Rudy Van Gelder Edition,Stanley Turrentine,362813,8,"bebop,hard bop,jazz,jazz saxophone,soul jazz",0.65,0.361,5,-13.743,0,0.0398,0.788,0.000822,0.203,0.636,94.75,4
2kF9Ijd7I2Kk2P4bYqUmzG,1sdyFmN4bVOcuFDpTVsxBB,Midnight Blue - Remastered,Kenny Burrell,242346,53,"bebop,hard bop,jazz,jazz fusion,jazz guitar,soul jazz,straight-ahead jazz",0.652,0.356,5,-13.733,0,0.0419,0.546,0.000103,0.132,0.56,148.822,4
1Ibzkt73CU21SYPfwIckVj,338mC0yGyX0C9of8QMJ5hK,Carbow,Gene Ammons,369626,0,"bebop,hard bop,jazz,jazz saxophone,soul jazz,stride",0.732,0.346,7,-13.869,0,0.0431,0.674,0.0287,0.0853,0.49,118.797,4
4WE2COINQ2PVrI8jHQJgUj,"03YhcM6fxypfwckPCQV8pQ,0BhFfJmScFj7OzqVaDqnSv,2h4ndKS2vRWeFLpq8ARu0D,4wnzivx3OQ3vjrySAdTdJP,7a6tOU5tSFlGoBD4jomkjE",I'm Just A Lucky So And So,"Wes Montgomery,Hank Jones,Ray Barretto,Ron Carter,Lex Humphries",357440,3,"hard bop,jazz,jazz fusion,jazz guitar,bebop,jazz piano,stride,boogaloo,latin jazz,salsa,tropical,contemporary jazz,contemporary post-bop,jazz double bass",0.604,0.296,9,-16.361,0,0.0386,0.886,0.663,0.0775,0.644,131.024,4
4MCPVgeiT440mvQNHCzdRb,5v74mT11KGJqadf9sLw4dA,Lolita,Cannonball Adderley,486373,4,"bebop,big band,cool jazz,hard bop,jazz,jazz blues,vocal jazz",0.555,0.332,5,-10.446,0,0.046,0.737,0.0418,0.108,0.5,78.47,4
6JfWlP0wKOuG46Tj6xEEJ2,"23i8EixXKG0EWGRCfHlUGN,2hGh5VOeeqimQFxqXvfCUf",Bags & Trane,"Milt Jackson,John Coltrane",440666,15,"bebop,contemporary post-bop,hard bop,jazz,jazz vibraphone,soul jazz,free jazz,jazz saxophone",0.479,0.192,1,-17.19,0,0.0458,0.838,0.037,0.105,0.233,121.606,4
3DVtZVNqzVdijj75Py1YEY,2hGh5VOeeqimQFxqXvfCUf,Mr. P.C.,John Coltrane,418560,0,"bebop,free jazz,jazz,jazz saxophone",0.469,0.54,5,-11.856,0,0.0796,0.307,0.0000112,0.363,0.576,130.693,4
5AC0W8ke0k69WTwPGS7VB9,"52cM6vrM4MJ8g4H7Ibo5fZ,2hGh5VOeeqimQFxqXvfCUf",Ball Bearing - Remastered 2009,"Johnny Griffin,John Coltrane",491013,9,"bebop,contemporary post-bop,hard bop,jazz,jazz saxophone,free jazz",0.493,0.732,5,-6.652,1,0.0527,0.56,0.0000791,0.33,0.812,103.827,4
4MRI7kI8kRA2CoI5j4Frro,38C3okxv3fyyOIQUVPCdGX,Mesabi Chant - Rudy Van Gelder Edition/2007 Digital Remaster,Lee Morgan,370866,11,"bebop,big band,free jazz,hard bop,jazz,jazz fusion,jazz trumpet,soul jazz",0.509,0.636,6,-7.595,1,0.0586,0.225,0.00291,0.22,0.783,112.59,4
1ZYJKsYrbMWqVJxBcarNYh,"7bRRGFzdK2CpN7wQ8HCh9y,60pVDktf5EH4d3IxkHozpa",Sans Souci,"Art Farmer Quintet,Gigi Gryce",400560,1,"cool jazz,jazz saxophone",0.623,0.376,4,-10.88,0,0.0406,0.794,0.0505,0.243,0.567,82.01,4
3HyzA6wGtE7qyMmZybg9HT,6Mm42oxeEgvTaS208EJWpL,Jones' Bones,Gigi Gryce Quintet,431106,1,,0.537,0.296,8,-11.905,1,0.0537,0.843,0.0448,0.119,0.452,129.981,4
5i2DTWxE44V5VGOAGO9ZT0,4yVfJmzYTQxHfYJkwfeBSJ,Bit Of Heaven,The Curtis Fuller Sextet ,325293,2,,0.472,0.238,4,-12.108,0,0.0391,0.922,0.0978,0.125,0.629,77.678,4
5Q7SbXSYfzLKaWmoAOBsxO,5cbutZUQE7SUCA6MsEMbBv,Speak Low - Remastered 2008,Hank Mobley,432413,5,"bebop,hard bop,jazz,jazz saxophone,soul jazz,vocal jazz",0.494,0.594,7,-7.263,0,0.037,0.602,0.0297,0.106,0.696,144.963,4
4FsAuCOjIBEdBaihs5pNRv,6ykfXAed2KOLOMI3R0TZdz,Just Coolin' - Live,Art Blakey & The Jazz Messengers,491826,6,"bebop,hard bop,jazz,jazz drums,jazz fusion",0.471,0.531,3,-10.516,1,0.358,0.75,0.0000327,0.559,0.755,199.515,4
4kFtj6RwFyw2yLC9DEyZoI,3ZUZYvTkSr7kJQyAXVpqaL,Jeannine - Live,Donald Byrd,791000,5,"bebop,funk,hard bop,indie jazz,jazz,jazz funk,jazz trumpet,soul,soul jazz",0.491,0.328,6,-15.07,1,0.042,0.433,0.00000607,0.304,0.723,110.299,4
6T2Lrp6I62STz7vF0RcbrJ,0aQmze7IBjI24PO5eobCHK,Sudel,Duke Pearson Quintet,431000,0,,0.56,0.381,8,-11.587,1,0.0392,0.837,0.0634,0.0861,0.802,98.077,4
4jxyZaQ8S5ypAOEsW6xXd1,4JgvfZeCWGzEPGR6yVaXuX,Stranger In Paradise - Remastered 1999,Tina Brooks,452293,12,"bebop,hard bop,jazz,jazz saxophone",0.466,0.509,0,-10.87,0,0.0435,0.8,0.000137,0.301,0.645,165.361,4
14BdR3JR4n9Pwh5TXVV084,1sdyFmN4bVOcuFDpTVsxBB,Chuckin',Kenny Burrell,731960,3,"bebop,hard bop,jazz,jazz fusion,jazz guitar,soul jazz,straight-ahead jazz",0.575,0.36,8,-13.022,1,0.0729,0.716,0.00471,0.0979,0.543,105.468,4
251wwGwBOUx1fpn4Ps7dNx,1iQYoladduzzUciyOnjJAX,Later - Remastered 2007,Louis Smith,385040,1,,0.497,0.75,9,-6.076,0,0.0711,0.771,0.132,0.193,0.814,139.235,4
5Sn3eIrhP1rKbEYx804oMj,5ZATfKurLqflrBhv2FLht5,The Outlaw - Live At Newport Jazz Festival,Horace Silver,707613,3,"bebop,big band,hard bop,jazz,jazz piano,soul jazz,stride",0.625,0.369,0,-14.763,1,0.0613,0.721,0.441,0.759,0.733,102.364,4
5WdUMsi1JonWsmYqpio4Is,2fMvylhnE23sAlyePKK8er,My Heart Stood Still - Set 3 / Live From Cafe Bohemia/1956,Kenny Dorham,469880,4,"bebop,big band,free jazz,hard bop,jazz,jazz trumpet,stride",0.529,0.451,7,-10.537,0,0.0733,0.818,0.000081,0.158,0.504,157.288,4
34JFWVlaUTKGLROk73LLnJ,"1sdyFmN4bVOcuFDpTVsxBB,6QQuESLtKhAOcLW2TeWC2t","Birk's Works - Live At Five Spot Café, NY, 1959","Kenny Burrell,Art Blakey",588506,0,"bebop,hard bop,jazz,jazz fusion,jazz guitar,soul jazz,straight-ahead jazz,big band,contemporary post-bop,jazz drums",0.579,0.344,10,-14.536,0,0.0617,0.914,0.0283,0.973,0.462,136.567,4
6LF4MaLw3Tme8GHvlpOuaz,4JgvfZeCWGzEPGR6yVaXuX,Nutville - Remastered 2000,Tina Brooks,532266,0,"bebop,hard bop,jazz,jazz saxophone",0.52,0.367,5,-12.839,0,0.0647,0.467,0,0.0643,0.488,139.544,4
1pl0BwDhix2JkrnWfJnQ0y,38C3okxv3fyyOIQUVPCdGX,Tip-Toeing - Rudy Van Gelder Edition/2007 Digital Remaster,Lee Morgan,401386,9,"bebop,big band,free jazz,hard bop,jazz,jazz fusion,jazz trumpet,soul jazz",0.657,0.43,10,-9.087,0,0.0464,0.381,0.247,0.0629,0.392,118.134,4
3OyJe2L52BHpACsMjOKLFg,6QQuESLtKhAOcLW2TeWC2t,Blues March - Remastered,Art Blakey,373386,28,"bebop,big band,contemporary post-bop,hard bop,jazz,jazz drums",0.654,0.585,6,-8.022,1,0.0565,0.688,0.416,0.0713,0.619,131.703,4
0cLnRrRzIVXMbtzNqaB7zr,78NDaMzmcDKjt7mkXs7AuG,You're Not the Kind,Benny Golson,261040,12,"bebop,contemporary post-bop,hard bop,japanese jazz,jazz,jazz saxophone,stride,vocal jazz",0.632,0.417,0,-13.619,1,0.0368,0.842,0.922,0.0786,0.799,129.326,4
51RYD5wBDb0MX8StVCnkyY,2Ma7hbsouPDXerzHHcfnVK,Accident,Curtis Fuller,254093,0,"bebop,hard bop,jazz,jazz brass,jazz trombone",0.444,0.3,5,-14.836,1,0.0364,0.723,0.00492,0.128,0.584,142.282,4
4XJHCh8wZCXvHRgGRqz5CT,"4L9xEztn5PKQIO5WnI5W3u,6pzB9S5bYkW0OlhZL3vS8j",Another Git Together,"Art Farmer,Benny Golson Jazztet",375573,0,"bebop,contemporary post-bop,cool jazz,hard bop,japanese jazz,jazz,jazz trumpet,stride",0.608,0.566,2,-13.807,0,0.0314,0.75,0.213,0.135,0.856,141.104,4
0txTjrrZ0l8sWhDlzcH2N5,017N2VIptuU1ZIehQyCzWM,I Want to Be Happy - Live Version,The Art Farmer Quartet,583626,3,"cool jazz,hard bop",0.471,0.291,0,-19.581,1,0.0564,0.874,0.0579,0.232,0.588,151.051,4
7IjzZ1FrBDURvPgkzNFEL3,03YhcM6fxypfwckPCQV8pQ,S.O.S. - Live / Take 3,Wes Montgomery,303946,9,"hard bop,jazz,jazz fusion,jazz guitar",0.503,0.533,8,-13.045,1,0.052,0.653,0.0802,0.679,0.699,140.291,4
3lQS1rQdBkGf0vsKcxZJkF,52cM6vrM4MJ8g4H7Ibo5fZ,Hot Sausage,Johnny Griffin,245280,2,"bebop,contemporary post-bop,hard bop,jazz,jazz saxophone",0.426,0.574,2,-10.222,0,0.0539,0.809,0.787,0.278,0.771,174.052,4
5kTW9d2n8UGuBSuskGSp5C,2J2N8s71lXPst6ZqbBOthw,Sister Caroline,Nat Adderley Quintet,347840,1,,0.63,0.326,10,-11.117,1,0.0348,0.908,0.137,0.0993,0.444,62.704,4
3di0YgaZf2QNQcftS00Gs8,2o346NHhUAlVxl5uXBVxK7,Dat Dere - Remastered,The Cannonball Adderley Quintet,331440,28,"bebop,big band,hard bop,jazz,jazz saxophone,soul jazz",0.583,0.406,7,-11.816,0,0.0347,0.784,0.334,0.148,0.427,132.731,4
0mB3gN7PyYAtw2gB1mSz3m,0xRqtLGIVSzXM9yg2wFMLC,So Tired,Bobby Timmons,380226,28,"bebop,hard bop,jazz,jazz piano,soul jazz,stride",0.662,0.283,1,-15.988,1,0.0523,0.797,0.272,0.189,0.601,88.401,4
0GiUyO0BYuImCHwjfxBqQC,420BtT2Zyze7Eb9zqHcliW,Turquoise,Blue Mitchell,300466,0,"bebop,hard bop,japanese jazz,jazz,jazz funk,jazz trumpet,soul jazz",0.336,0.178,3,-18.18,0,0.0362,0.889,0.355,0.187,0.386,184.22,3
6CzeWs8BnDgDJjdMFej2EH,4WjOiUFD5b9kpa8LfdxkvM,Weirdo,Charlie Rouse,360426,1,"hard bop,jazz saxophone",0.544,0.407,5,-13.444,0,0.0335,0.798,0.255,0.124,0.921,146.635,4
3PfOjESBCPy2WYmgluOlOp,2nQKUeZeleLGNsJj6WLUXN,Jams And Jellies,Oliver Nelson,421733,5,"bebop,big band,contemporary post-bop,free jazz,hard bop,jazz,jazz fusion,jazz saxophone,soul jazz",0.619,0.32,10,-14.237,1,0.0357,0.85,0.574,0.175,0.52,110.403,4
15xmPvsm6NqXRjhXUBeBTs,"2fMvylhnE23sAlyePKK8er,1lB7KbOr9xdPK1CuasxmeA","It Could Happen To You - Live At The Jazz Workshop, San Francisco / 1961","Kenny Dorham,Jackie McLean",361600,8,"bebop,big band,free jazz,hard bop,jazz,jazz trumpet,stride,avant-garde jazz,contemporary post-bop,jazz saxophone",0.535,0.532,3,-11.479,1,0.0503,0.586,0.182,0.694,0.655,82.133,4
55oys15i8n52CkkseCiDca,2o346NHhUAlVxl5uXBVxK7,What Is This Thing Called Love? - Live,The Cannonball Adderley Quintet,288200,8,"bebop,big band,hard bop,jazz,jazz saxophone,soul jazz",0.459,0.616,1,-8.065,1,0.0512,0.706,0.28,0.338,0.564,97.605,3
6C1PQg2uKSp2KFh9uTFh58,57uB1nsVzhNMAj2xZBG0BW,Lisa,Curtis Amy,154373,1,deep free jazz,0.489,0.645,2,-7.963,1,0.196,0.553,0.00826,0.102,0.398,84.382,4
1DuhgjyR1kDTV5B1o9ZWPL,03q2T3LBGt72E37vBy8opQ,Put Off,The Milt Jackson Quartet,337440,3,,0.566,0.294,5,-18.081,0,0.0383,0.597,0.0000259,0.0874,0.67,109.484,4
